Gene_name	TranscriptID	Chromosome	Transcript_length	GC_Content	GC_Stretch	Missing_exon	Deleted_exon	TOGA_status
USP30	XM_031948767.1	NC_045426.1	1467	52.15	4.16666666666667	Yes	No	I
PRUNE2	XM_031945513.1	NC_045426.1	9315	41.14	3.38372093023256	Yes	No	I
PIP5K1C	XM_031947872.1	NC_045426.1	2181	50.16	3.91743119266055	Yes	No	I
FGF22	XM_003760865.2	NC_045426.1	549	62.11	4.71739130434783	No	No	I
LOC100928690	XM_031947486.1	NC_045426.1	222	50.45	4.33333333333333	No	No	I
SUDS3	XM_023497174.2	NC_045426.1	981	50.15	4.7027027027027	No	No	I
FBN3	XM_031948293.1	NC_045426.1	8481	56.47	3.94224422442244	No	No	I
HERPUD2	XM_031951673.1	NC_045426.1	1224	56.62	4.38461538461539	Yes	No	PI
LRRC30	XM_003760046.2	NC_045426.1	903	46.95	3.69444444444444	No	No	I
HMG20B	XM_031947882.1	NC_045426.1	972	59.47	4.18987341772152	No	No	I
DTNA	XM_031946457.1	NC_045426.1	1146	45.29	3.59090909090909	No	No	I
TYRP1	XM_031961796.1	NC_045426.1	1608	44.59	3.6	No	No	I
TMEM115	XM_003762314.3	NC_045426.1	1080	68.24	5.04040404040404	No	No	I
MOS	XM_003759773.2	NC_045426.1	1059	57.51	4.25974025974026	No	No	I
ILF3	XM_031947529.1	NC_045426.1	2709	49.06	3.78030303030303	No	No	I
CHD7	XM_031946367.1	NC_045426.1	8997	45.30	3.56486486486486	No	No	I
AQP3	XM_003762973.4	NC_045426.1	879	54.15	4.0188679245283	No	No	I
RHBDD3	XM_031948853.1	NC_045426.1	1203	70.82	4.91452991452991	Yes	No	M
SNRNP25	XM_031945672.1	NC_045426.1	519	50.29	3.88	No	No	I
WDR83OS	XM_031947607.1	NC_045426.1	321	56.39	4.47368421052632	No	No	I
PIP5K1B	XM_031943523.1	NC_045426.1	1464	39.07	3.4390243902439	Yes	No	PI
SMAD7	XM_023495858.2	NC_045426.1	1320	59.02	4.49484536082474	Yes	No	PI
HNRNPK	XM_012543079.3	NC_045426.1	1344	46.28	3.74074074074074	Yes	No	PI
ABRA	XM_003760316.2	NC_045426.1	1194	47.74	3.76271186440678	No	No	I
SMURF1	XM_031940642.1	NC_045426.1	2184	43.96	3.5	Yes	No	I
ATXN2	XM_031948582.1	NC_045426.1	3162	49.24	3.75147928994083	No	No	I
EFCAB1	XM_023496025.2	NC_045426.1	480	40.00	3.41666666666667	No	No	I
AGTPBP1	XM_031945454.1	NC_045426.1	3543	38.05	3.37777777777778	Yes	No	I
LOC105749560	XM_012543388.2	NC_045426.1	2343	40.50	3.40579710144928	No	No	I
BRD4	XM_031947925.1	NC_045426.1	4074	52.14	3.89565217391304	Yes	No	PI
RITA1	XM_031948644.1	NC_045426.1	804	59.70	3.95945945945946	Yes	No	M
LOC100919227	XM_003762236.4	NC_045426.1	1443	53.64	3.92307692307692	No	No	I
RIMS2	XM_031947102.1	NC_045426.1	4254	45.77	3.63428571428571	Yes	No	I
MYBL1	XM_031946327.1	NC_045426.1	2265	38.76	3.36363636363636	Yes	No	I
SWSAP1	XM_031947579.1	NC_045426.1	768	66.41	4.57142857142857	No	No	I
MYL2	XM_003761017.2	NC_045426.1	501	44.31	3.47619047619048	No	No	I
ARMC5	XM_012542665.2	NC_045426.1	2907	60.47	4.45982142857143	Yes	No	PI
CALR	XM_003760668.4	NC_045426.1	1254	51.20	3.77049180327869	Yes	No	I
PKMYT1	XM_012543143.3	NC_045426.1	1488	58.20	4.14035087719298	No	No	I
PRR14	XM_012542897.3	NC_045426.1	2028	58.09	4.05063291139241	Yes	No	PI
RIMS2	XM_031947083.1	NC_045426.1	4650	45.68	3.67021276595745	No	No	I
CABYR	XM_012541501.3	NC_045426.1	2286	46.85	3.81443298969072	No	No	I
HBM	XM_003761935.4	NC_045426.1	426	51.64	3.53846153846154	No	No	I
ST8SIA4	XM_003759343.4	NC_045426.1	1134	41.18	3.48387096774194	No	No	I
GRM2	XM_031958460.1	NC_045426.1	2637	66.33	4.95020746887967	No	No	I
RADIL	XM_031940998.1	NC_045426.1	3390	50.12	3.66279069767442	No	No	I
RAVER1	XM_031947499.1	NC_045426.1	2043	56.83	4.17241379310345	No	No	I
ARL15	XM_023495746.2	NC_045426.1	765	41.18	3.57142857142857	No	No	UL
RALA	XM_031951862.1	NC_045426.1	621	48.47	4.23076923076923	Yes	No	PI
RMDN1	XM_031946953.1	NC_045426.1	945	44.97	4.41463414634146	No	No	I
PDCD1LG2	XM_012544068.3	NC_045426.1	687	42.94	3.58823529411765	No	No	I
ARRDC3	XM_023496071.2	NC_045426.1	585	47.86	3.61290322580645	No	No	I
OXR1	XM_031947115.1	NC_045426.1	651	38.56	3.46666666666667	No	No	I
LOC100915270	XM_031947748.1	NC_045426.1	639	56.03	3.82	No	No	I
ATP2B2	XM_031955098.1	NC_045426.1	3732	50.43	3.7979797979798	No	No	I
KATNAL2	XM_031945986.1	NC_045426.1	1611	44.07	3.81538461538462	No	No	I
LOC100933622	XM_003759645.2	NC_045426.1	2373	42.82	3.5	No	No	I
OGN	XM_031951565.1	NC_045426.1	855	53.33	4.23636363636364	Yes	No	PI
TTR	XM_031946482.1	NC_045426.1	450	45.78	3.47368421052632	No	No	I
FHOD3	XM_031946049.1	NC_045426.1	4422	45.68	3.55307262569832	No	No	I
STX17	XM_003761837.4	NC_045426.1	906	44.04	3.3448275862069	No	No	I
NANS	XM_031969303.1	NC_045426.1	1080	49.63	4.10169491525424	No	No	I
RFX3	XM_031962246.1	NC_045426.1	2001	46.13	3.41111111111111	No	No	I
RB1CC1	XM_031946402.1	NC_045426.1	4788	36.17	3.44736842105263	No	No	I
MON1A	XM_003762253.3	NC_045426.1	1671	59.84	4.39837398373984	No	No	I
SULF1	XM_031946285.1	NC_045426.1	2613	43.40	3.46153846153846	No	No	I
CLIP1	XM_031948510.1	NC_045426.1	6177	42.27	3.57055214723926	No	No	I
CASP14	XM_003760973.4	NC_045426.1	747	51.67	3.35	No	No	I
LOC116419535	XM_031940228.1	NC_045426.1	1098	54.55	4.41269841269841	Yes	No	PI
LRATD2	XM_023496493.2	NC_045426.1	948	60.34	4.38666666666667	No	No	I
GCNT4	XM_031966417.1	NC_045426.1	1368	37.57	3.33333333333333	No	No	I
NPR3	XM_023496153.2	NC_045426.1	1431	48.78	3.85714285714286	No	No	I
TXNL4A	XM_031946748.1	NC_045426.1	429	38.00	3.22222222222222	Yes	No	PI
MATN2	XM_031947023.1	NC_045426.1	2871	45.59	3.55737704918033	No	No	I
TGIF1	XM_031946596.1	NC_045426.1	819	49.21	4.13157894736842	No	No	I
PTCD1	XM_023497516.2	NC_045426.1	2211	45.64	3.51515151515152	No	No	I
HSPB3	XM_031964993.1	NC_045426.1	456	50.44	3.81818181818182	No	No	I
SREBF1	XM_031938467.1	NC_045426.1	3522	60.51	4.10489510489511	Yes	No	PI
IL27RA	XM_012542080.3	NC_045426.1	1995	51.23	3.5948275862069	No	No	I
SAMD12	XM_023496464.2	NC_045426.1	486	46.30	3.25	Yes	No	I
MIER2	XM_031948253.1	NC_045426.1	1602	53.75	3.76635514018692	No	No	I
LOC116420611	XM_031946593.1	NC_045426.1	450	67.33	4.91891891891892	Yes	No	M
PCBP4	XM_031958362.1	NC_045426.1	1278	64.40	4.8348623853211	Yes	No	PI
NME8	XM_031951996.1	NC_045426.1	1956	42.54	3.69117647058824	No	No	I
PRSS42P	XM_031960492.1	NC_045426.1	606	45.87	3.68965517241379	No	No	I
ECPAS	XM_031942843.1	NC_045426.1	5520	42.92	3.41489361702128	No	No	I
CELF4	XM_031946016.1	NC_045426.1	1701	58.20	4.51219512195122	No	No	I
B3GNT3	XM_023498457.2	NC_045426.1	1194	54.10	4.06666666666667	Yes	No	PI
PIP5K1B	XM_031943518.1	NC_045426.1	1620	39.26	3.4	Yes	No	PI
PBRM1	XM_031957756.1	NC_045426.1	4806	42.57	3.65269461077844	No	No	I
FAM214B	XM_031945403.1	NC_045426.1	1614	60.84	4.20300751879699	No	No	I
ZNF516	XM_023496286.2	NC_045426.1	3516	47.53	3.66071428571429	No	No	I
SEMA3B	XM_031958918.1	NC_045426.1	2295	58.39	4.2183908045977	No	No	I
MAPRE2	XM_012541338.3	NC_045426.1	855	44.44	3.61538461538462	No	No	I
FUS	XM_031939700.1	NC_045426.1	1566	54.41	3.86407766990291	No	No	I
CIT	XM_031948702.1	NC_045426.1	6168	48.35	3.7153024911032	No	No	I
CELF4	XM_031946039.1	NC_045426.1	1491	57.34	4.26605504587156	No	No	I
NRN1	XM_031946903.1	NC_045426.1	432	51.85	3.57575757575758	No	No	I
CELSR3	XM_031959678.1	NC_045426.1	10056	60.71	4.448798988622	Yes	No	PI
ATP8B1	XM_003759968.4	NC_045426.1	3756	40.02	3.40816326530612	No	No	I
HOMER3	XM_031948173.1	NC_045426.1	1095	62.37	4.54347826086957	No	No	UL
BBS9	XM_031952936.1	NC_045426.1	2664	53.60	3.81987577639752	Yes	No	I
SPATA6L	XM_012543354.2	NC_045426.1	1254	43.94	3.7906976744186	No	No	I
SBK1	XM_031962864.1	NC_045426.1	1191	64.99	4.6952380952381	Yes	No	M
NAA35	XM_031945444.1	NC_045426.1	2184	39.29	3.34	No	No	I
GALT	XM_031945427.1	NC_045426.1	1293	63.34	4.32432432432432	No	No	I
C1H18orf25	XM_031945997.1	NC_045426.1	1035	46.28	3.45714285714286	No	No	I
LOC100932857	XM_031949675.1	NC_045426.1	936	40.49	3.42424242424242	No	No	I
NT5M	XM_003761530.4	NC_045426.1	714	55.32	4.23913043478261	No	No	I
PIGQ	XM_031945714.1	NC_045426.1	1737	47.78	3.63235294117647	No	No	I
LOC100916784	XM_003760664.2	NC_045426.1	810	45.31	3.58064516129032	No	No	I
LYRM4	XM_031946910.1	NC_045426.1	234	41.45	3.6	No	Yes	I
RIMS2	XM_031947101.1	NC_045426.1	4590	45.51	3.66666666666667	Yes	No	I
TPRA1	XM_012543697.3	NC_045426.1	1080	58.24	4.2125	Yes	No	PI
DYM	XM_031945967.1	NC_045426.1	2010	41.14	3.43137254901961	No	No	I
ENPP2	XM_012541787.3	NC_045426.1	2643	42.72	3.46236559139785	No	No	I
LOC116419452	XM_031939753.1	NC_045426.1	318	51.89	4	Yes	No	PM
GET3	XM_031947617.1	NC_045426.1	1038	55.39	4.37142857142857	No	No	UL
CLIP1	XM_031948512.1	NC_045426.1	4308	43.80	3.57553956834532	No	No	I
FAM214B	XM_031945400.1	NC_045426.1	1614	60.84	4.20300751879699	No	No	I
CRELD1	XM_031954958.1	NC_045426.1	1239	59.08	3.88888888888889	No	No	I
PDE12	XM_031953110.1	NC_045426.1	1875	71.84	5.46629213483146	No	No	I
PEMT	XM_031938372.1	NC_045426.1	570	46.84	3.78571428571429	No	No	I
DOCK8	XM_031943861.1	NC_045426.1	6267	43.74	3.51082251082251	Yes	No	I
PCSK1	XM_003759828.2	NC_045426.1	2259	45.24	3.47916666666667	No	No	I
LOC100918187	XM_031963137.1	NC_045426.1	2733	47.68	3.56692913385827	No	No	I
PIGO	XM_023497651.2	NC_045426.1	2931	55.75	3.865	No	No	I
NR4A3	XM_012543105.3	NC_045426.1	2619	53.91	3.98265895953757	No	No	I
ANTKMT	XM_031945726.1	NC_045426.1	660	52.27	3.57777777777778	No	No	I
UBE2I	XM_031945757.1	NC_045426.1	477	40.88	3.11764705882353	No	No	I
ABAT	XM_031944880.1	NC_045426.1	1503	45.04	3.74509803921569	No	No	I
CCDC13	XM_031959884.1	NC_045426.1	2280	46.05	3.75581395348837	No	No	I
PAM16	XM_031945606.1	NC_045426.1	378	52.38	4.36842105263158	No	No	I
GLYCTK	XM_023498785.2	NC_045426.1	1638	60.07	4.10769230769231	No	No	UL
TELO2	XM_023497811.2	NC_045426.1	2508	49.16	3.63025210084034	No	No	I
GGH	XM_023495994.2	NC_045426.1	900	37.00	3.4	No	No	I
MAF1	XM_023496644.2	NC_045426.1	780	52.56	3.86046511627907	No	No	I
RIPOR2	XM_012541600.3	NC_045426.1	3036	44.86	3.5042735042735	No	No	I
TEX45	XM_012542309.2	NC_045426.1	1443	49.13	3.94444444444444	No	No	I
DLGAP1	XM_031952966.1	NC_045426.1	2964	51.45	3.76687116564417	No	No	I
MAK	XM_031946863.1	NC_045426.1	1791	40.09	3.43548387096774	No	No	I
WNT9A	XM_012543444.3	NC_045426.1	1107	63.14	4.53932584269663	No	No	I
RHBDD3	XM_031948860.1	NC_045426.1	1053	70.18	4.91	Yes	No	M
DCAF1	XM_031958569.1	NC_045426.1	4530	46.27	3.51075268817204	No	No	I
ELAVL3	XM_031947585.1	NC_045426.1	1104	59.87	4.6	Yes	No	PI
KIAA0556	XM_031962770.1	NC_045426.1	4926	43.04	3.48863636363636	No	No	I
WNK2	XM_031956956.1	NC_045426.1	6591	52.62	3.9452736318408	No	No	I
CC2D1A	XM_023496767.2	NC_045426.1	2880	56.25	3.96601941747573	No	No	I
DNAJB5	XM_031945416.1	NC_045426.1	1047	58.17	4.35064935064935	No	No	I
CAPN15	XM_031945707.1	NC_045426.1	3264	61.83	4.42635658914729	No	No	I
ADAMTS9	XM_023498097.2	NC_045426.1	5817	50.73	3.81645569620253	No	No	I
SSBP2	XM_031967116.1	NC_045426.1	996	48.09	3.70454545454545	No	No	I
TFAP4	XM_003761886.4	NC_045426.1	1041	55.43	3.78461538461538	Yes	No	PI
DNM2	XM_031947538.1	NC_045426.1	2604	50.31	3.9375	No	No	I
XRCC4	XM_023496092.2	NC_045426.1	834	41.01	3.09090909090909	No	No	I
MSLN	XM_031945736.1	NC_045426.1	3021	50.88	3.83236994219653	No	No	I
RBM6	XM_012543505.2	NC_045426.1	3414	46.78	3.76875	No	No	I
PNPLA6	XM_031948347.1	NC_045426.1	4185	61.36	4.48297213622291	Yes	No	PI
CSPG5	XM_031960815.1	NC_045426.1	1752	57.93	4.53658536585366	Yes	No	M
SETD1A	XM_023497535.2	NC_045426.1	5100	53.55	3.96563573883162	Yes	No	PI
TMEM38B	XM_031961387.1	NC_045426.1	870	42.07	3.67857142857143	No	No	I
DHX30	XM_031960852.1	NC_045426.1	3753	55.29	3.97647058823529	No	No	I
CELF4	XM_031946030.1	NC_045426.1	1359	57.32	4.23	No	No	I
MLLT1	XM_031947766.1	NC_045426.1	1434	49.86	3.85074626865672	No	Yes	I
TRMT1	XM_031947655.1	NC_045426.1	1839	59.38	4.09523809523809	No	No	UL
CLIP1	XM_031948511.1	NC_045426.1	4329	43.80	3.57857142857143	No	No	I
PPP1R16A	XM_031947358.1	NC_045426.1	1731	59.97	4.30708661417323	Yes	No	PI
KANK2	XM_031947560.1	NC_045426.1	2874	60.33	4.24657534246575	Yes	No	M
SMCHD1	XM_031946579.1	NC_045426.1	6123	38.27	3.76666666666667	No	No	I
TOM1L2	XM_031938502.1	NC_045426.1	1431	46.82	3.50819672131148	No	No	I
FAM216A	XM_003761020.4	NC_045426.1	753	47.41	4.125	No	No	I
MKRN2OS	XM_031955455.1	NC_045426.1	654	46.02	3.75	No	No	I
TPMT	XM_023496322.2	NC_045426.1	645	35.04	3.29411764705882	No	No	I
C1H18orf25	XM_031945995.1	NC_045426.1	1179	46.48	3.47727272727273	No	No	I
DNAH5	XM_031946282.1	NC_045426.1	13818	39.29	3.43539325842697	No	No	I
ATP6V0C	XM_003762120.3	NC_045426.1	459	54.68	4.06896551724138	No	No	I
UBFD1	XM_031945326.1	NC_045426.1	837	51.49	4.51063829787234	Yes	No	I
LOC100934242	XM_031944299.1	NC_045426.1	1176	38.86	3.75862068965517	No	No	I
MTSS1	XM_031947181.1	NC_045426.1	2187	53.59	4.07299270072993	No	No	I
VGLL4	XM_003762418.4	NC_045426.1	867	56.86	4.25	No	No	I
ACER1	XM_031947751.1	NC_045426.1	807	48.20	3.69230769230769	No	No	I
LOC116420861	XM_031948932.1	NC_045426.1	1227	77.10	6.19047619047619	Yes	Yes	PM
CSPG5	XM_031960793.1	NC_045426.1	1836	57.68	4.53125	Yes	No	M
MAP2K3	XM_012542849.3	NC_045426.1	1014	47.63	3.72093023255814	No	No	I
MYO9B	XM_031947982.1	NC_045426.1	6474	43.91	3.59541984732824	No	No	I
AP5Z1	XM_003761557.4	NC_045426.1	2499	44.98	3.66666666666667	No	No	I
PDCD1LG2	XM_023498593.2	NC_045426.1	834	41.73	3.6	No	No	I
ASPHD2	XM_031948816.1	NC_045426.1	1110	61.08	4.28089887640449	No	No	I
NSMCE1	XM_023497893.2	NC_045426.1	852	43.08	3.71875	No	No	I
RASAL3	XM_012542366.3	NC_045426.1	2988	59.71	4.03252032520325	No	No	I
RNF19A	XM_031947057.1	NC_045426.1	2454	42.30	3.41025641025641	No	No	I
PHF24	XM_031945418.1	NC_045426.1	1209	51.12	3.69230769230769	No	No	I
PXK	XM_031953362.1	NC_045426.1	1473	53.63	4.4390243902439	Yes	No	PI
FICD	XM_003761095.4	NC_045426.1	1362	56.39	3.98979591836735	No	No	I
FAM166B	XM_031945372.1	NC_045426.1	960	53.85	3.85074626865672	No	No	UL
GET3	XM_003760675.4	NC_045426.1	1047	54.63	4.171875	No	No	I
MAST1	XM_031947635.1	NC_045426.1	4758	60.95	4.35040431266846	Yes	No	PI
DNM2	XM_031947535.1	NC_045426.1	2616	50.34	3.93846153846154	No	No	I
CLIP1	XM_031948518.1	NC_045426.1	3825	44.31	3.625	No	No	I
FOCAD	XM_031969044.1	NC_045426.1	5412	43.46	3.46820809248555	No	No	I
LOC100921144	XM_012543112.2	NC_045426.1	936	41.77	3.44827586206897	No	No	I
LOC100933622	XM_031946146.1	NC_045426.1	2373	42.82	3.5	No	No	I
PDAP1	XM_031940556.1	NC_045426.1	549	44.63	3.69230769230769	Yes	No	I
NR2C2AP	XM_003760733.4	NC_045426.1	426	55.87	4.54545454545455	No	No	I
CCM2	XM_003762557.3	NC_045426.1	1350	49.78	3.7	Yes	No	I
MAK	XM_031946866.1	NC_045426.1	1575	40.32	3.375	No	No	I
CACNA1A	XM_031947658.1	NC_045426.1	7140	53.00	4.11210762331839	Yes	Yes	PI
AP1M2	XM_003760465.3	NC_045426.1	1272	50.47	3.72857142857143	No	No	I
LOC116420726	XM_031947370.1	NC_045426.1	762	42.52	3.36363636363636	No	No	I
DCUN1D3	XM_031942412.1	NC_045426.1	927	48.00	3.44444444444444	No	No	I
CDK2AP1	XM_031948471.1	NC_045426.1	348	59.20	3.93939393939394	No	No	I
EFCAB12	XM_031955511.1	NC_045426.1	1650	44.06	3.62121212121212	No	No	I
ONECUT3	XM_031948296.1	NC_045426.1	1188	72.14	5.74358974358974	No	No	I
NTRK2	XM_031945456.1	NC_045426.1	2478	45.08	3.64077669902913	No	No	I
TGFBR3L	XM_031948321.1	NC_045426.1	981	64.63	4.39325842696629	Yes	No	M
MITF	XM_031953915.1	NC_045426.1	1533	48.92	3.67948717948718	No	No	I
RUSC2	XM_031945368.1	NC_045426.1	4539	59.20	4.02785515320334	No	No	I
NTRK2	XM_031945458.1	NC_045426.1	1623	43.75	3.72727272727273	No	No	I
HSDL2	XM_031942953.1	NC_045426.1	1335	40.07	3.54838709677419	No	No	I
IL17RE	XM_031954873.1	NC_045426.1	2091	63.03	4.8961038961039	No	No	I
THOC6	XM_031945632.1	NC_045426.1	1137	51.80	3.94915254237288	No	No	I
PGPEP1	XM_031948209.1	NC_045426.1	630	53.33	3.67567567567568	Yes	No	I
ATP2B2	XM_031955169.1	NC_045426.1	3600	50.75	3.77435897435897	No	No	I
RAB27B	XM_003759983.4	NC_045426.1	657	42.47	3.625	No	No	I
NOXO1	XM_031945923.1	NC_045426.1	1233	62.21	4.5981308411215	No	No	UL
SLC27A1	XM_031947470.1	NC_045426.1	2016	55.70	3.95862068965517	No	No	I
ACTBL2	XM_003759378.2	NC_045426.1	1131	53.40	3.90277777777778	No	No	I
TRIQK	XM_031946980.1	NC_045426.1	261	38.31	3.25	No	No	I
LOC116419378	XM_031939027.1	NC_045426.1	972	36.73	3.4375	No	No	I
TFAP2A	XM_031946870.1	NC_045426.1	1368	52.19	3.8	No	No	I
SLC25A23	XM_031947738.1	NC_045426.1	1467	58.42	4.15533980582524	Yes	No	PI
DNM2	XM_031947540.1	NC_045426.1	2586	50.23	3.84920634920635	No	No	I
DEK	XM_012541621.3	NC_045426.1	1125	38.84	3.54054054054054	No	No	UL
NR2C2	XM_031955706.1	NC_045426.1	1791	45.51	3.42253521126761	No	No	I
RFX2	XM_031947776.1	NC_045426.1	1845	47.64	3.53164556962025	No	No	I
ATXN2	XM_031948581.1	NC_045426.1	3168	49.21	3.75147928994083	No	No	I
ATG7	XM_023498187.2	NC_045426.1	2127	47.01	3.66336633663366	No	No	I
P2RX2	XM_031956777.1	NC_045426.1	1428	54.48	4.30769230769231	No	No	UL
MRTFB	XM_031944470.1	NC_045426.1	3180	43.24	3.48913043478261	No	No	I
PBRM1	XM_031957642.1	NC_045426.1	5118	44.04	3.84183673469388	No	No	I
SBNO1	XM_031948455.1	NC_045426.1	4176	40.45	3.51612903225806	No	No	I
GHRL	XM_031955065.1	NC_045426.1	336	52.98	3.8	No	No	I
ZFPM2	XM_031947110.1	NC_045426.1	3297	45.92	3.5859375	No	No	I
CLEC4G	XM_003760902.4	NC_045426.1	966	49.17	3.55102040816327	No	No	I
FLCN	XM_031938283.1	NC_045426.1	1764	46.77	3.47222222222222	No	No	I
UBQLN1	XM_031945475.1	NC_045426.1	1761	45.83	3.859375	No	No	I
LOC100929721	XM_023497858.2	NC_045426.1	603	50.25	4.06451612903226	No	No	I
CDK7	XM_031965910.1	NC_045426.1	1041	42.36	3.51282051282051	No	No	I
EXOC2	XM_031946943.1	NC_045426.1	2775	39.71	3.33846153846154	No	No	I
TNFRSF13B	XM_012542882.3	NC_045426.1	708	54.94	3.86486486486486	No	No	I
ZBED3	XM_031966245.1	NC_045426.1	744	78.49	6.75714285714286	No	No	I
POLR3E	XM_031941990.1	NC_045426.1	1752	51.88	3.75	No	No	I
MAST1	XM_031947636.1	NC_045426.1	4578	60.88	4.31666666666667	Yes	No	PI
SLC41A3	XM_031955952.1	NC_045426.1	1446	49.24	3.68493150684932	No	No	I
CTDSPL	XM_031963691.1	NC_045426.1	1572	62.91	4.61111111111111	Yes	No	M
MSH3	XM_031966990.1	NC_045426.1	3279	41.69	4.15463917525773	Yes	No	PI
CDK2AP1	XM_031948472.1	NC_045426.1	264	57.95	3.72	No	No	I
CELF4	XM_031946019.1	NC_045426.1	1674	58.30	4.49593495934959	No	No	I
TMEM132B	XM_031948416.1	NC_045426.1	3279	48.89	3.65454545454545	No	No	I
SEC22C	XM_012543495.3	NC_045426.1	921	45.28	3.44444444444444	No	No	I
MINAR2	XM_031968329.1	NC_045426.1	582	39.52	3.3	No	No	I
KCTD6	XM_003762957.4	NC_045426.1	714	51.96	4.19444444444444	No	No	I
BTBD2	XM_023496848.2	NC_045426.1	1809	58.37	5.63716814159292	Yes	No	PI
RALA	XM_031951851.1	NC_045426.1	621	48.47	4.23076923076923	Yes	No	PI
BAIAP2L1	XM_003761491.4	NC_045426.1	1539	39.51	3.48888888888889	No	No	I
CDYL	XM_031946914.1	NC_045426.1	1680	40.48	3.47272727272727	No	No	I
HIVEP1	XM_023496338.2	NC_045426.1	8073	39.22	3.50251256281407	No	No	I
SFSWAP	XM_031948387.1	NC_045426.1	2637	47.63	3.74193548387097	No	No	I
CSPP1	XM_031946295.1	NC_045426.1	3705	39.73	3.61627906976744	No	No	I
HNRNPM	XM_012542280.3	NC_045426.1	1872	48.93	3.48780487804878	No	No	I
MSC	XM_003759710.2	NC_045426.1	663	56.41	4.09523809523809	No	No	I
LOC116421772	XM_031954586.1	NC_045426.1	441	76.42	6.85365853658537	Yes	No	M
EVI5L	XM_031948335.1	NC_045426.1	2307	55.70	4.01360544217687	Yes	No	PI
TAF4B	XM_031946496.1	NC_045426.1	2931	48.99	4.08396946564886	No	No	I
DSG4	XM_003759820.2	NC_045426.1	3078	42.46	3.58823529411765	No	No	I
SPATA48	XM_031957221.1	NC_045426.1	1311	40.05	3.35	No	No	I
RIMS2	XM_031947088.1	NC_045426.1	4191	45.65	3.61988304093567	No	No	I
HDGFL2	XM_031947818.1	NC_045426.1	1974	53.60	4.01709401709402	Yes	No	I
DTNA	XM_031946442.1	NC_045426.1	2364	46.57	3.5625	No	No	I
F2RL1	XM_031966256.1	NC_045426.1	1209	45.24	3.63157894736842	No	No	I
PUF60	XM_012541955.3	NC_045426.1	1593	53.80	3.91208791208791	No	No	I
NHLRC4	XM_023497780.2	NC_045426.1	1011	56.38	4.13432835820895	No	No	I
BHMT	XM_003759418.4	NC_045426.1	1221	46.27	3.55769230769231	No	No	I
GOLGA4	XM_031952645.1	NC_045426.1	6453	46.49	3.79098360655738	Yes	No	I
RFX2	XM_031947774.1	NC_045426.1	2019	47.94	3.5632183908046	No	No	I
PTPRD	XM_031947929.1	NC_045426.1	4521	44.79	3.49484536082474	No	No	I
THOC6	XM_031945634.1	NC_045426.1	1017	51.62	3.92156862745098	No	No	I
LOC100926624	XM_003759758.3	NC_045426.1	996	38.55	3.3	No	No	I
SLC25A23	XM_031947736.1	NC_045426.1	1503	59.68	4.4368932038835	Yes	No	PI
HCAR2	XM_031948488.1	NC_045426.1	1086	53.41	3.91428571428571	No	No	I
RNPS1	XM_031945875.1	NC_045426.1	918	49.89	4.04347826086957	No	No	I
LOC105749677	XM_031949081.1	NC_045426.1	2757	69.24	4.81418918918919	Yes	Yes	L
GHR	XM_031964598.1	NC_045426.1	1842	52.01	4.39252336448598	No	No	I
FUS	XM_031939676.1	NC_045426.1	1572	54.45	3.85576923076923	No	No	I
SNN	XM_031944554.1	NC_045426.1	264	49.24	3.73333333333333	No	No	I
NOS1	XM_031948669.1	NC_045426.1	5892	50.88	3.71646341463415	Yes	No	PI
LOC100923753	XM_031942966.1	NC_045426.1	462	68.40	5.4390243902439	No	No	UL
SREBF1	XM_031938475.1	NC_045426.1	3501	60.64	4.10489510489511	Yes	No	PI
CIRBP	XM_031948043.1	NC_045426.1	567	47.80	3.88461538461538	No	No	I
TMEM205	XM_031947575.1	NC_045426.1	582	59.62	3.97916666666667	No	No	I
PKD1	XM_031945836.1	NC_045426.1	12915	57.43	4.10804597701149	Yes	No	PI
HNRNPK	XM_012543073.3	NC_045426.1	1416	46.75	3.74576271186441	Yes	No	PI
POLR3E	XM_031941984.1	NC_045426.1	2130	50.99	3.69444444444444	No	No	I
KLF10	XM_031947067.1	NC_045426.1	1533	52.97	4.13541666666667	No	No	I
TPM4	XM_031947950.1	NC_045426.1	747	50.20	4.12121212121212	No	No	I
USP7	XM_031944751.1	NC_045426.1	3315	39.40	3.44086021505376	No	No	I
SEMA3F	XM_012543519.3	NC_045426.1	2385	58.70	4.52601156069364	Yes	No	PI
ZNF516	XM_031946715.1	NC_045426.1	3516	47.53	3.66071428571429	No	No	I
GRAP	XM_003761324.4	NC_045426.1	654	47.86	3.4	No	No	I
TMEM186	XM_003761720.4	NC_045426.1	702	47.01	3.58536585365854	No	No	I
LOC105749566	XM_031960502.1	NC_045426.1	909	50.39	3.97916666666667	No	No	L
DGCR2	XM_031948959.1	NC_045426.1	1659	62.15	4.38970588235294	Yes	No	PI
RNPS1	XM_031945873.1	NC_045426.1	921	49.95	4.04347826086957	No	No	I
CARD19	XM_012543397.3	NC_045426.1	603	44.11	3.16666666666667	No	No	UL
KIAA1958	XM_031942977.1	NC_045426.1	2148	47.11	3.60824742268041	No	No	I
SLC27A1	XM_031947471.1	NC_045426.1	1941	55.28	3.89855072463768	No	No	I
SNX29	XM_031944397.1	NC_045426.1	2046	41.69	3.5	Yes	Yes	PI
EPB41L4B	XM_031969236.1	NC_045426.1	2688	46.80	4.58823529411765	Yes	No	PI
