Gene stable ID	Gene name	Gene % GC content	Tasmanian devil gene stable ID	Tasmanian devil gene name	Tasmanian devil chromosome/scaffold name	Query protein or transcript ID	Tasmanian devil Gene-order conservation score	Tasmanian devil Whole-genome alignment coverage	Tasmanian devil orthology confidence [0 low, 1 high]
ENSG00000148942	SLC5A12	36.41	ENSSHAG00000009558	SLC5A12	6	ENSP00000379326	100	99.26	1
ENSG00000240388		48.14							
ENSG00000237603	HMGB3P12	41.73							
ENSG00000287447		37.43							
ENSG00000250422		38.39							
ENSG00000242858	RPL13AP14	55.81							
ENSG00000280951	SURF4	52.38							
ENSG00000227364		60.38							
ENSG00000286905		46.18							
ENSG00000152348	ATG10	38.03	ENSSHAG00000008505	ATG10	1	ENSP00000282185	100	80.45	0
ENSG00000228351		38.65							
ENSG00000171853	TRAPPC12	47.39	ENSSHAG00000013794	TRAPPC12	2	ENSP00000324318	100	94.98	1
ENSG00000170248	PDCD6IP	36.87							
ENSG00000279142		50.75							
ENSG00000260795		39.93							
ENSG00000100292	HMOX1	51.11	ENSSHAG00000018910	HMOX1	5	ENSP00000216117	100	96.93	1
ENSG00000264539	MIR548AR	33.33							
ENSG00000265450	MIR4502	49.38							
ENSG00000103111	MON1B	49.32	ENSSHAG00000008415	MON1B	X	ENSP00000248248	0	78.94	1
ENSG00000285672		44.69							
ENSG00000169062	UPF3A	47.57	ENSSHAG00000009895	UPF3A	3	ENSP00000364448	75	90.13	1
ENSG00000225531		44.31							
ENSG00000233936		57.89							
ENSG00000279137		46.12							
ENSG00000229019		40.88							
ENSG00000260720	LINC01243	37.20							
ENSG00000196739	COL27A1	52.26							
ENSG00000217139		46.14							
ENSG00000218233	NEPNP	36.21							
ENSG00000226309	SMARCE1P2	47.09							
ENSG00000216902	RPL31P32	42.78							
ENSG00000219559		51.25							
ENSG00000287705		52.42							
ENSG00000112796	ENPP5	38.41	ENSSHAG00000014884	ENPP5	4	ENSP00000360436	75	99.16	1
ENSG00000248159	HSPA8P11	44.99							
ENSG00000275480		43.69							
ENSG00000264125		42.58							
ENSG00000270861	TMEM69P1	36.05							
ENSG00000152034	MCHR2	37.88	ENSSHAG00000014523	MCHR2	4	ENSP00000281806	100	100.00	1
ENSG00000265646	TUFMP1	55.31							
ENSG00000132541	RIDA	38.99	ENSSHAG00000001004		1	ENSP00000254878	100	77.26	0
ENSG00000265739		42.93							
ENSG00000264930		36.71							
ENSG00000235554	SRSF6P2	51.45							
ENSG00000131471	AOC3	54.35	ENSSHAG00000022619	AOC3	4	ENSP00000312326	100	100.00	1
ENSG00000269095		57.69							
ENSG00000138867	GUCD1	55.14	ENSSHAG00000027160	GUCD1	1	ENSP00000405985	75	84.92	1
ENSG00000269040	BNIP3P24	38.06							
ENSG00000232699	BDH2P1	45.38							
ENSG00000231628		40.47							
ENSG00000268416		46.35							
ENSG00000220326		39.91							
ENSG00000160352	ZNF714	38.78							
ENSG00000255218	OR5BC1P	41.00							
ENSG00000216859	DHFRP5	37.41							
ENSG00000187189	TSPYL4	47.62							
ENSG00000149021	SCGB1A1	50.41							
ENSG00000160255	ITGB2	57.45	ENSSHAG00000026803	ITGB2	4	ENSP00000498780	75	93.45	1
ENSG00000284674	LINC02781	49.79							
ENSG00000224338	MTCYBP45	43.01							
ENSG00000187871	GFRAL	35.75	ENSSHAG00000024248		4	ENSP00000343636	100	79.07	0
ENSG00000251308	MRPS33P3	41.93							
ENSG00000287727		52.21							
ENSG00000124875	CXCL6	36.90							
ENSG00000173614	NMNAT1	46.13	ENSSHAG00000010308	NMNAT1	3	ENSP00000366410	100	96.21	1
ENSG00000255047	HNRNPRP2	41.32							
ENSG00000240554	RPL7AP58	49.38							
ENSG00000263433		59.45							
ENSG00000250827	MFSD4BP1	39.76							
ENSG00000280321		43.59							
ENSG00000067221	STOML1	52.84	ENSSHAG00000028741	STOML1	2	ENSP00000442478	100	100.00	1
ENSG00000131482	G6PC1	46.81	ENSSHAG00000022890	G6PC1	4	ENSP00000253801	100	100.00	1
ENSG00000122870	BICC1	38.00	ENSSHAG00000011416	BICC1	2	ENSP00000362993	100	84.42	1
ENSG00000157570	TSPAN18	50.12	ENSSHAG00000020531	TSPAN18	6	ENSP00000429993	100	100.00	1
ENSG00000113319	RASGRF2	40.98	ENSSHAG00000014847	RASGRF2	1	ENSP00000265080	100	100.00	1
ENSG00000287992		37.36							
ENSG00000275773		37.28							
ENSG00000216904	SOCS5P5	44.68							
ENSG00000287499		33.37							
ENSG00000220695		36.04							
ENSG00000218986	ANKRD39P1	56.57							
ENSG00000288084		36.95							
ENSG00000253825		37.52							
ENSG00000008196	TFAP2B	44.14	ENSSHAG00000012585	TFAP2B	4	ENSP00000377265	100	100.00	1
ENSG00000216425	PIMREGP2	61.47							
ENSG00000270020		52.09							
ENSG00000272249		36.15							
ENSG00000174599	TRAM1L1	40.63	ENSSHAG00000013652	TRAM1	1	ENSP00000309402	0	95.69	1
ENSG00000147669	POLR2K	37.24	ENSSHAG00000022682	POLR2K	1	ENSP00000342889	100	100.00	1
ENSG00000226158	CLCP2	47.03							
ENSG00000184939	ZFP90	44.64							
ENSG00000198824	CHAMP1	42.87	ENSSHAG00000029169	CHAMP1	3	ENSP00000354730	50	93.02	1
ENSG00000286637		34.00							
ENSG00000230671	NDUFS5P5	45.48							
ENSG00000249171		37.34							
ENSG00000244470	RPL6P14	42.84							
ENSG00000249985		44.44							
ENSG00000249283	ACTR3BP4	43.29							
ENSG00000182271	TMIGD1	41.51	ENSSHAG00000031381	TMIGD1	4	ENSP00000332404	100	99.53	1
ENSG00000269885	VN1R79P	39.18							
ENSG00000251309		34.96							
ENSG00000225094	SETP20	40.61							
ENSG00000268995	VN1R82P	39.33							
ENSG00000221900	POM121L12	63.96	ENSSHAG00000031039		4	ENSP00000386133	0	0.00	0
ENSG00000268184		41.52							
ENSG00000268597		45.16							
ENSG00000286404		38.86							
ENSG00000215720	MFFP1	45.97							
ENSG00000230271		56.82							
ENSG00000082293	COL19A1	36.54	ENSSHAG00000011749	COL19A1	4	ENSP00000480474	100	92.24	1
ENSG00000105662	CRTC1	56.04	ENSSHAG00000009155	CRTC1	1	ENSP00000323332	100	99.62	1
ENSG00000225286		53.41							
ENSG00000241326		47.55							
ENSG00000138777	PPA2	36.65	ENSSHAG00000032314	PPA2	6	ENSP00000343885	100	93.63	1
ENSG00000223893	GNL2P1	40.68							
ENSG00000224519	HMGN1P19	44.14							
ENSG00000233623	PGAM1P11	54.60							
ENSG00000270474	IGHV3-29	45.41							
ENSG00000106524	ANKMY2	38.01	ENSSHAG00000005439	ANKMY2	5	ENSP00000303570	100	85.70	1
ENSG00000100744	GSKIP	38.94	ENSSHAG00000023023		2	ENSP00000450420	100	100.00	0
ENSG00000204624	DISP3	52.86	ENSSHAG00000011387	DISP3	3	ENSP00000294484	100	100.00	1
ENSG00000260615	RPL23AP97	48.83							
ENSG00000288248	ST13P5	46.31							
ENSG00000289814		48.99							
ENSG00000235366	LINC01055	40.74							
ENSG00000288411	SAA1	50.35							
ENSG00000276540	REXO1L10P	56.77							
ENSG00000123124	WWP1	37.52	ENSSHAG00000004236	WWP1	1	ENSP00000427793	75	100.00	1
ENSG00000182551	ADI1	44.46	ENSSHAG00000031515	ADI1	2	ENSP00000333666	100	100.00	1
ENSG00000102471	NDFIP2	35.46	ENSSHAG00000031558	NDFIP2	3	ENSP00000218652	75	79.50	1
ENSG00000149600	COMMD7	48.05	ENSSHAG00000027760	COMMD7	2	ENSP00000278980	100	100.00	1
ENSG00000226578		42.76							
ENSG00000213609	RPL7AP50	53.21							
ENSG00000229485	KSR1P1	68.33							
ENSG00000226646	RPL7P37	42.14							
ENSG00000105988	NHP2P1	56.28							
ENSG00000287732		37.22							
ENSG00000228828	TLK2P2	42.28							
ENSG00000237579	LINC01514	47.55							
ENSG00000232563	CRB3P1	61.59							
ENSG00000259073	FOXN3-AS2	42.00							
ENSG00000232958	MTARC2P1	38.28							
ENSG00000231482		48.30							
ENSG00000211942	IGHV3-13	51.59							
ENSG00000126581	BECN1	44.97	ENSSHAG00000028378	BECN1	4	ENSP00000465364	100	100.00	1
ENSG00000228391		48.81							
ENSG00000144455	SUMF1	39.53	ENSSHAG00000022459	SUMF1	1	ENSP00000272902	100	63.69	1
ENSG00000281245	STKLD1	54.49							
ENSG00000232075	MRPL35P2	42.66							
ENSG00000227032	RPS2P36	54.99							
ENSG00000225234	TRAPPC12-AS1	54.54							
ENSG00000270075		52.38							
ENSG00000271201		46.22							
ENSG00000233900	RPL17P35	33.15							
ENSG00000227851		38.94							
ENSG00000235403		37.53							
ENSG00000253587	IGHV3-30-2	47.88							
ENSG00000253345	IGHVII-22-1	52.45							
ENSG00000253462	IGHVIII-26-1	48.40							
ENSG00000283766		42.49							
ENSG00000166167	BTRC	38.96	ENSSHAG00000010653	BTRC	2	ENSP00000359206	75	98.34	1
ENSG00000227007	LINC01247	37.89							
ENSG00000172554	SNTG2	42.85	ENSSHAG00000026293	SNTG2	2	ENSP00000311837	100	100.00	1
ENSG00000101349	PAK5	39.34	ENSSHAG00000011856	PAK5	2	ENSP00000322957	100	100.00	1
ENSG00000126777	KTN1	37.04	ENSSHAG00000009966	KTN1	2	ENSP00000378725	100	100.00	1
ENSG00000254772	EEF1G	47.78	ENSSHAG00000003032	EEF1G	6	ENSP00000331901	75	100.00	1
ENSG00000146731	CCT6A	41.19							
ENSG00000280706	REXO4	51.72							
ENSG00000288479	RNA5SP334	50.85							
ENSG00000288445	HPS5	39.75							
ENSG00000166862	CACNG2	47.76	ENSSHAG00000028255	CACNG2	5	ENSP00000300105	100	100.00	1
ENSG00000287010		45.46							
ENSG00000261458		51.20							
ENSG00000142606	MMEL1	54.95	ENSSHAG00000014826	MMEL1	3	ENSP00000367668	75	90.59	1
ENSG00000280278	FLJ30679	50.56							
ENSG00000100191	SLC5A4	41.71	ENSSHAG00000000947		1	ENSP00000266086	0	37.48	0
ENSG00000268473		52.42							
ENSG00000140948	ZCCHC14	48.41	ENSSHAG00000017090	ZCCHC14	2	ENSP00000499622	100	98.97	1
ENSG00000125787	GNRH2	57.71							
ENSG00000268438	BNIP3P27	42.89							
ENSG00000268272	VN1R78P	38.65							
ENSG00000197134	ZNF257	38.10	ENSSHAG00000026147		3	ENSP00000470209	0	0.00	0
ENSG00000231744		51.37							
ENSG00000136942	RPL35	56.22	ENSSHAG00000004756	RPL35	2	ENSP00000259469	100	93.17	1
ENSG00000133424	LARGE1	43.98	ENSSHAG00000017614	LARGE1	5	ENSP00000380549	100	100.00	1
ENSG00000219863	RPL31P28	45.87							
ENSG00000230852	LINC02857	41.84							
ENSG00000255508		48.59							
ENSG00000125888	BANF2	47.87	ENSSHAG00000024157	BANF2	2	ENSP00000246090	100	42.88	0
ENSG00000259545	RPL15P19	42.84							
ENSG00000111912	NCOA7	39.05	ENSSHAG00000016652	NCOA7	4	ENSP00000376269	100	100.00	1
ENSG00000279404		44.27							
ENSG00000081014	AP4E1	37.92	ENSSHAG00000014210	AP4E1	2	ENSP00000261842	100	100.00	1
ENSG00000196350	ZNF729	38.40	ENSSHAG00000028945		1	ENSP00000469582	0	0.00	0
ENSG00000234796		45.17							
ENSG00000272002	LINC02973	37.38							
ENSG00000171865	RNASEH1	44.20	ENSSHAG00000030451	RNASEH1	2	ENSP00000313350	100	64.72	1
ENSG00000171865	RNASEH1	44.20	ENSSHAG00000024001		2	ENSP00000313350	0	0.00	0
ENSG00000268116		39.39							
ENSG00000275919		62.50							
ENSG00000231981	RPL7L1P12	45.27							
ENSG00000207298	RNU6-83P	37.50	ENSSHAG00000020362	U6	3	ENST00000384568		0.00	0
ENSG00000227412	STK33P1	44.85							
ENSG00000271182	CPSF6P1	39.94							
ENSG00000228248	NUTF2P3	45.57							
ENSG00000260992	DOCK9-DT	50.43							
ENSG00000205133	TRIQK	34.50							
ENSG00000215210	RBMXP2	48.12							
ENSG00000226047		42.38							
ENSG00000230871	RPS6P23	44.10							
ENSG00000268117	VN1R84P	41.28							
ENSG00000275017		44.16							
ENSG00000241697	TMEFF1	39.37	ENSSHAG00000010984	TMEFF1	1	ENSP00000364013	25	94.96	1
ENSG00000167487	KLHL26	56.92	ENSSHAG00000008083	KLHL26	1	ENSP00000300976	100	97.51	1
ENSG00000088387	DOCK9	41.78	ENSSHAG00000005385	DOCK9	3	ENSP00000507034	100	100.00	1
ENSG00000250659		54.92							
ENSG00000150636	CCDC102B	35.05							
ENSG00000148950	IMMP1L	34.91	ENSSHAG00000025017	IMMP1L	6	ENSP00000435576	100	96.05	1
ENSG00000101160	CTSZ	53.07	ENSSHAG00000022820	CTSZ	2	ENSP00000217131	75	100.00	1
ENSG00000271095	BNIP3P28	45.60							
ENSG00000135686	KLHL36	51.32	ENSSHAG00000005024	KLHL36	2	ENSP00000456743	100	97.05	1
ENSG00000064545	TMEM161A	51.60	ENSSHAG00000012380	TMEM161A	1	ENSP00000162044	75	99.80	1
ENSG00000281244	ADAMTS13	55.14							
ENSG00000234269		39.05							
ENSG00000223918		46.43							
ENSG00000135070	ISCA1	41.36	ENSSHAG00000029182	ISCA1	1	ENSP00000365159	50	100.00	1
ENSG00000249835	VCAN-AS1	36.44							
ENSG00000287126		47.89							
ENSG00000271868		44.82							
ENSG00000227047		50.32							
ENSG00000254310		43.88							
ENSG00000213854	CNN2P6	58.56							
ENSG00000171863	RPS7	44.62	ENSSHAG00000026004	RPS7	2	ENSP00000496757	100	100.00	1
ENSG00000212930		47.36							
ENSG00000179342		59.49							
ENSG00000250662	HNRNPKP5	44.66							
ENSG00000275295		36.34							
ENSG00000223377		54.55							
ENSG00000226414	MTCYBP38	39.36							
ENSG00000229269		39.56							
ENSG00000176563	CNTD1	44.55	ENSSHAG00000024092	CNTD1	4	ENSP00000465204	100	100.00	1
ENSG00000224732	MAGEA7P	56.26							
ENSG00000144642	RBMS3	36.91	ENSSHAG00000002411	RBMS3	5	ENSP00000373277	100	98.35	1
ENSG00000168404	MLKL	45.73							
ENSG00000238039		44.96							
ENSG00000231484		40.36							
ENSG00000271687	MTND5P10	43.39							
ENSG00000225110	PNMA6F	62.72	ENSSHAG00000023619		1	ENSP00000488302	0	0.00	0
ENSG00000224368	ARAFP2	50.45							
ENSG00000113384	GOLPH3	41.09	ENSSHAG00000022539	GOLPH3	1	ENSP00000265070	50	100.00	1
ENSG00000197021	EOLA2	52.10	ENSSHAG00000025667		X	ENSP00000359434	50	81.57	0
ENSG00000255690	TRIL	56.85	ENSSHAG00000021390	TRIL	5	ENSP00000479256	100	99.40	1
ENSG00000053747	LAMA3	42.46	ENSSHAG00000008451	LAMA3	1	ENSP00000324532	100	74.77	0
ENSG00000053747	LAMA3	42.46	ENSSHAG00000020485		1	ENSP00000324532	100	53.17	0
ENSG00000136274	NACAD	62.24	ENSSHAG00000023336		1	ENSP00000420477	50	61.69	0
ENSG00000107447	DNTT	42.58	ENSSHAG00000004641	DNTT	2	ENSP00000360216	100	100.00	1
ENSG00000130349	MTRES1	47.09	ENSSHAG00000015190	MTRES1	4	ENSP00000310951	100	89.94	1
ENSG00000139626	ITGB7	51.10	ENSSHAG00000001218	ITGB7	5	ENSP00000267082	100	87.28	1
ENSG00000160563	MED27	44.21	ENSSHAG00000021149	MED27	2	ENSP00000292035	100	100.00	1
ENSG00000236261		54.49							
ENSG00000250923		49.75							
ENSG00000238000	PSME2P1	50.97							
ENSG00000251451	GTF2IP9	42.93							
ENSG00000205029	OR5D16	42.65	ENSSHAG00000008872		6	ENSP00000367649	25	0.00	0
ENSG00000205029	OR5D16	42.65	ENSSHAG00000008745		6	ENSP00000367649	25	0.00	0
ENSG00000189127	ANKRD34B	42.57	ENSSHAG00000026793	ANKRD34B	1	ENSP00000339802	50	8.61	0
ENSG00000238090		54.06							
ENSG00000254914		42.86							
ENSG00000176971	FIBIN	44.76	ENSSHAG00000023983	FIBIN	6	ENSP00000321962	100	100.00	1
ENSG00000146729	NIPSNAP2	45.28	ENSSHAG00000009627	NIPSNAP2	4	ENSP00000313050	25	88.01	1
ENSG00000197566	ZNF624	37.67							
ENSG00000255431	OR5B19P	42.46							
ENSG00000270934		40.78							
ENSG00000255446		52.75							
ENSG00000224384		39.86							
ENSG00000220537		44.33							
ENSG00000219500		56.34							
ENSG00000146250	PRSS35	39.67	ENSSHAG00000021888	PRSS35	4	ENSP00000358714	100	100.00	1
ENSG00000261340	LINC01616	34.82							
ENSG00000242689	CNTF	41.58	ENSSHAG00000027930	CNTF	6	ENSP00000355370	75	100.00	1
ENSG00000220635	KRASP1	38.04							
ENSG00000282218		38.27							
ENSG00000232299		37.12							
ENSG00000217769		46.38							
ENSG00000286663		38.79							
ENSG00000216663		45.74							
ENSG00000112305	SMAP1	37.73	ENSSHAG00000014724	SMAP1	4	ENSP00000359484	100	94.67	1
ENSG00000169519	METTL15	36.80	ENSSHAG00000015956	METTL15	6	ENSP00000384369	100	87.01	0
ENSG00000260387		55.87							
ENSG00000250273	PSMC1P5	45.76							
ENSG00000236447	ATG10-IT1	44.76							
ENSG00000112874	NUDT12	34.03	ENSSHAG00000003181	NUDT12	1	ENSP00000230792	100	100.00	1
ENSG00000005194	CIAPIN1	44.27	ENSSHAG00000015281	CIAPIN1	2	ENSP00000377914	100	100.00	1
ENSG00000214626	POLR3DP1	54.08							
ENSG00000224498	MAPKAPK5P1	41.28							
ENSG00000236626	MTND5P17	36.74							
ENSG00000224301		48.04							
ENSG00000230609	COX7CP4	39.90							
ENSG00000205433	SNRPGP6	37.73							
ENSG00000236514	ZNF248-AS1	49.23							
ENSG00000225931		64.01							
ENSG00000148468	FAM171A1	45.04	ENSSHAG00000014851	FAM171A1	5	ENSP00000367356	100	100.00	1
ENSG00000264837	VN1R71P	43.99							
ENSG00000171729	TMEM51	48.41	ENSSHAG00000021615	TMEM51	3	ENSP00000365176	100	100.00	1
ENSG00000126562	WNK4	53.96	ENSSHAG00000012881	WNK4	4	ENSP00000246914	100	99.20	1
ENSG00000165775	FUNDC2	39.83	ENSSHAG00000004767	FUNDC2	X	ENSP00000358510	100	97.60	1
ENSG00000248733		37.52							
ENSG00000151379	MSGN1	51.31							
ENSG00000062194	GPBP1	40.02	ENSSHAG00000007122	GPBP1	1	ENSP00000421202	100	100.00	1
ENSG00000100298	APOBEC3H	53.45	ENSSHAG00000005252		3	ENSP00000411754	0	0.00	0
ENSG00000285740		42.56							
ENSG00000179241	LDLRAD3	44.12	ENSSHAG00000030828	LDLRAD3	6	ENSP00000318607	100	100.00	1
ENSG00000163029	SMC6	36.86	ENSSHAG00000002114		X	ENSP00000404092	0	0.00	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000004113		2	ENSP00000404092	100	25.41	1
ENSG00000163029	SMC6	36.86	ENSSHAG00000001048		X	ENSP00000404092	0	0.00	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000001491		X	ENSP00000404092	0	0.00	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000002533		X	ENSP00000404092	0	3.31	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000028800		X	ENSP00000404092	0	0.00	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000032002		CACPPN010000043.1	ENSP00000404092	0	0.00	0
ENSG00000163029	SMC6	36.86	ENSSHAG00000003600		X	ENSP00000404092	0	67.67	0
ENSG00000222612	RNU2-52P	42.11							
ENSG00000189180	ZNF33A	39.26							
ENSG00000198900	TOP1	39.86	ENSSHAG00000017836	TOP1	2	ENSP00000354522	100	95.01	1
ENSG00000136950	ARPC5L	52.55	ENSSHAG00000031667	ARPC5L	2	ENSP00000345361	100	100.00	1
ENSG00000229393		64.91							
ENSG00000287586		53.83							
ENSG00000227169		46.47							
ENSG00000283356		41.48							
ENSG00000227779	NDUFB3P5	40.70							
ENSG00000241769	EOLA1-DT	52.08							
ENSG00000157916	RER1	53.96	ENSSHAG00000024745	RER1	3	ENSP00000475168	100	100.00	1
ENSG00000288114	GTF2H1	40.71							
ENSG00000264448	MIR378D2HG	52.48							
ENSG00000271028		42.55							
ENSG00000250637		36.59							
ENSG00000279395	OR5L1	46.22	ENSSHAG00000008929		6	ENSP00000485319	25	0.00	0
ENSG00000279395	OR5L1	46.22	ENSSHAG00000009017		6	ENSP00000485319	25	0.00	0
ENSG00000147872	PLIN2	44.99	ENSSHAG00000014793	PLIN2	1	ENSP00000276914	50	100.00	1
ENSG00000255505		46.41							
ENSG00000132749	TESMIN	45.07	ENSSHAG00000004539	TESMIN	6	ENSP00000255087	100	97.64	1
ENSG00000240509	RPL34P18	44.63							
ENSG00000184672	RALYL	35.32	ENSSHAG00000025660		1	ENSP00000430367	100	63.98	0
ENSG00000146733	PSPH	46.35	ENSSHAG00000009336	PSPH	4	ENSP00000275605	75	100.00	1
ENSG00000251463	FKBP4P1	50.48							
ENSG00000224062	TUBB4BP5	50.82							
ENSG00000250627	TTC39CP1	37.75							
ENSG00000223979	SMCR2	47.56							
ENSG00000033178	UBA6	35.51	ENSSHAG00000008202	UBA6	6	ENSP00000313454	100	97.64	1
ENSG00000197683	KRTAP26-1	47.65							
ENSG00000108848	LUC7L3	39.65	ENSSHAG00000016168	LUC7L3	4	ENSP00000425092	100	100.00	1
ENSG00000214925	RPL36AP52	49.93							
ENSG00000206107	KRTAP27-1	47.36							
ENSG00000197620	EOLA1	52.53	ENSSHAG00000025667		X	ENSP00000421745	50	81.57	0
ENSG00000220553	RPL5P19	38.07							
ENSG00000217404	RPS4XP9	45.32							
ENSG00000250973	KRTAP13-6P	46.09							
ENSG00000182816	KRTAP13-2	49.32							
ENSG00000265007	MIR4327	54.12							
ENSG00000198390	KRTAP13-1	50.51							
ENSG00000118402	ELOVL4	36.63	ENSSHAG00000015338	ELOVL4	4	ENSP00000358831	100	100.00	1
ENSG00000233640	KRTAP13-5P	52.71							
ENSG00000186970	KRTAP15-1	47.06							
ENSG00000184351	KRTAP19-1	43.35							
ENSG00000186965	KRTAP19-2	47.97							
ENSG00000244025	KRTAP19-3	44.57							
ENSG00000268892		33.94							
ENSG00000186967	KRTAP19-4	48.54							
ENSG00000223912	EEF1A1P36	46.34							
ENSG00000269796		48.43							
ENSG00000186977	KRTAP19-5	48.87	ENSSHAG00000020904	KRTAP19-5	3	ENSP00000334985	75	100.00	1
ENSG00000170162	VGLL2	47.80	ENSSHAG00000011540	VGLL2	4	ENSP00000320957	100	100.00	0
ENSG00000237841	KRTAP19-9P	47.12							
ENSG00000235312	KRTAP19-10P	48.66							
ENSG00000218125		44.87							
ENSG00000236612	KRTAP19-11P	43.27							
ENSG00000186925	KRTAP19-6	47.58							
ENSG00000244362	KRTAP19-7	43.86							
ENSG00000105676	ARMC6	51.45	ENSSHAG00000011840	ARMC6	1	ENSP00000444156	100	10.42	1
ENSG00000206106	KRTAP22-2	39.25							
ENSG00000230967		54.51							
ENSG00000186924	KRTAP22-1	45.27							
ENSG00000213260	YWHAZP5	42.33							
ENSG00000148834	GSTO1	41.43	ENSSHAG00000022398		2	ENSP00000358727	50	100.00	1
ENSG00000148834	GSTO1	41.43	ENSSHAG00000016340	GSTO1	2	ENSP00000358727	100	6.67	1
ENSG00000173227	SYT12	53.68	ENSSHAG00000005135	SYT12	6	ENSP00000435316	100	100.00	1
ENSG00000244624	KRTAP20-1	45.09							
ENSG00000206105	KRTAP20-4	53.57							
ENSG00000185264	CIMIP4	47.36	ENSSHAG00000013745	TEX33	5	ENSP00000371243	100	85.56	0
ENSG00000184032	KRTAP20-2	46.38							
ENSG00000206104	KRTAP20-3	43.22							
ENSG00000231068	KRTAP21-3	36.36							
ENSG00000236400	KRTAP21-4P	52.33							
ENSG00000187026	KRTAP21-2	47.42							
ENSG00000187005	KRTAP21-1	48.31							
ENSG00000186980	KRTAP23-1	56.73							
ENSG00000240432	KRTAP13-3	52.10							
ENSG00000252273	RNU6-426P	31.96							
ENSG00000214976	VDAC2P1	41.44							
ENSG00000224602	RPS26P5	46.57							
ENSG00000285331	TCF12-DT	39.20							
ENSG00000201025	SNORD74B	42.47	ENSSHAG00000019231		4	ENST00000364155		0.00	0
ENSG00000270139		35.53							
ENSG00000287066		34.17							
ENSG00000169075	BRD7P3	41.57							
ENSG00000280432		41.42							
ENSG00000207638	MIR99A	53.09							
ENSG00000218180	SLC25A5P7	49.00							
ENSG00000199030	MIRLET7C	47.62							
ENSG00000269950		33.40							
ENSG00000207863	MIR125B2	49.44	ENSSHAG00000020141	sha-mir-125b	3	ENST00000385128		100.00	0
ENSG00000239023	RNU1-98P	51.25							
ENSG00000156299	TIAM1	43.86	ENSSHAG00000007634	TIAM1	3	ENSP00000441570	50	100.00	1
ENSG00000236920		34.43							
ENSG00000186350	RXRA	62.16	ENSSHAG00000027189	RXRA	2	ENSP00000419692	100	85.25	1
ENSG00000287596		40.61							
ENSG00000079950	STX7	37.41	ENSSHAG00000014440	STX7	4	ENSP00000356918	100	100.00	1
ENSG00000104043	ATP8B4	38.40	ENSSHAG00000007396	ATP8B4	2	ENSP00000284509	100	64.59	1
ENSG00000178665	ZNF713	43.04	ENSSHAG00000025101		2	ENSP00000416662	0	0.00	0
ENSG00000139291	TMEM19	39.60	ENSSHAG00000001776	TMEM19	5	ENSP00000266673	100	39.52	1
ENSG00000276169	MIR6871	64.29							
ENSG00000157881	PANK4	60.69	ENSSHAG00000014248	PANK4	3	ENSP00000367727	100	100.00	1
ENSG00000272407		44.18							
ENSG00000242748	RPL23AP81	44.75							
ENSG00000263989	RN7SL615P	53.02							
ENSG00000228210	RPL7AP12	49.68							
ENSG00000171867	PRNP	41.80	ENSSHAG00000029721	PRNP	2	ENSP00000368752	50	99.09	1
ENSG00000224484		55.09							
ENSG00000224706	RPS17P13	49.14							
ENSG00000271148		34.08							
ENSG00000236531		42.26							
ENSG00000171864	PRND	46.35	ENSSHAG00000024435		2	ENSP00000306900	75	100.00	0
ENSG00000253299	UFM1P3	41.90							
ENSG00000279738		47.94							
ENSG00000279785		50.34							
ENSG00000207227	RNU6-900P	43.14	ENSSHAG00000019549	U6	1	ENST00000384498		0.00	0
ENSG00000253748	CYP4F44P	51.52							
ENSG00000287521		45.80							
ENSG00000278948		52.24							
ENSG00000128346	C22orf23	50.35	ENSSHAG00000008572	C22orf23	5	ENSP00000384667	75	96.71	1
ENSG00000154118	JPH3	56.65	ENSSHAG00000017401	JPH3	2	ENSP00000284262	100	100.00	1
ENSG00000164794	KCNV1	40.73	ENSSHAG00000031716	KCNV1	1	ENSP00000435954	100	100.00	1
ENSG00000180259	PRNT	43.25							
ENSG00000106070	GRB10	45.52	ENSSHAG00000016038	GRB10	1	ENSP00000385770	100	95.17	1
ENSG00000257858	MTND1P24	36.93							
ENSG00000256070		44.31							
ENSG00000279444		44.19							
ENSG00000231071	IDI1P3	39.80							
ENSG00000111058	ACSS3	35.63	ENSSHAG00000005298	ACSS3	5	ENSP00000449535	100	100.00	1
ENSG00000101265	RASSF2	49.01	ENSSHAG00000006466	RASSF2	2	ENSP00000368710	100	94.12	1
ENSG00000156467	UQCRB	38.71	ENSSHAG00000022368	UQCRB	1	ENSP00000287022	100	75.74	1
ENSG00000228694	MTND4P18	35.91							
ENSG00000225155	TOMM22P5	54.90							
ENSG00000287779		53.49							
ENSG00000177613	CSTF2T	43.36							
ENSG00000270945	HSPE1P7	48.08							
ENSG00000220311	RPL35AP18	41.31							
ENSG00000146410	MTFR2	39.81	ENSSHAG00000010457	MTFR2	4	ENSP00000395232	100	91.02	1
ENSG00000140937	CDH11	40.38	ENSSHAG00000009249	CDH11	2	ENSP00000268603	75	100.00	1
ENSG00000270648	CYP2C61P	42.07							
ENSG00000213390	ARHGAP19	42.77	ENSSHAG00000018406	ARHGAP19	2	ENSP00000351333	100	96.30	1
ENSG00000254672	WEE2P1	46.31							
