Gene stable ID	Gene name	Gene % GC content	Mouse gene stable ID	Last common ancestor with Mouse	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
ENSG00000088179	PTPN4	36.97	ENSMUSG00000026384	Euarchontoglires	ortholog_one2one	94.7084	94.7084	100	100.00	1
ENSG00000284760		71.10								
ENSG00000285211		69.23								
ENSG00000284777	VPS51P8	57.20								
ENSG00000285678		49.61								
ENSG00000285494		50.67								
ENSG00000161970	RPL26	43.80								
ENSG00000284894	RNA5SP254	34.00								
ENSG00000285490		49.53								
ENSG00000285349		70.18								
ENSG00000284893		42.67								
ENSG00000287890		42.39								
ENSG00000287681		41.67								
ENSG00000285469	OR7E161P	44.76								
ENSG00000302954		36.90								
ENSG00000285261		48.01								
ENSG00000303000		43.46								
ENSG00000271850	LINC02343	39.75								
ENSG00000285173	SUB1P1	40.05								
ENSG00000285457		55.53								
ENSG00000288410		53.87								
ENSG00000288285		38.76								
ENSG00000285157		47.48								
ENSG00000285275	FAM167A-AS1	43.95								
ENSG00000266605	LONRF2P1	75.75								
ENSG00000266242	GRAMD4P7	54.30								
ENSG00000183206	POTEC	38.01								
ENSG00000303018		38.39								
ENSG00000285572		38.96								
ENSG00000112367	FIG4	40.30	ENSMUSG00000038417	Euarchontoglires	ortholog_one2one	95.1488	95.1488	100	100.00	1
ENSG00000279516	FAM230C	39.99								
ENSG00000285464	RNU6-1084P	41.12								
ENSG00000285295	RN7SL293P	50.53								
ENSG00000284856	TDH	44.09								
ENSG00000288231		61.25								
ENSG00000288224		61.92								
ENSG00000235034	C19orf81	50.87	ENSMUSG00000008028	Boreoeutheria	ortholog_one2one	78.2828	79.0816	100	100.00	1
ENSG00000269565	GPR32P1	59.19								
ENSG00000142511	GPR32	55.71								
ENSG00000221381	SNORD88B	68.13	ENSMUSG00000080683	Eutheria	ortholog_one2many	73.6264	72.043		100.00	1
ENSG00000221381	SNORD88B	68.13	ENSMUSG00000119643	Eutheria	ortholog_one2many	83.5165	84.4444		100.00	1
ENSG00000221241	SNORD88A	70.33	ENSMUSG00002076372	Eutheria	ortholog_one2many	46.1538	80.7692		0.00	0
ENSG00000221241	SNORD88A	70.33	ENSMUSG00000118729	Eutheria	ortholog_one2many	85.7143	86.6667		100.00	1
ENSG00000258153	HSPE1P4	41.56								
ENSG00000220988	SNORD88C	64.84	ENSMUSG00000080352	Eutheria	ortholog_one2one	82.4176	82.4176		100.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000063089	Euarchontoglires	ortholog_one2many	58.7786	59.0038	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000066515	Euarchontoglires	ortholog_one2many	63.3588	63.6015	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000060177	Euarchontoglires	ortholog_one2many	59.9237	60.6178	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000066516	Euarchontoglires	ortholog_one2many	59.1603	59.387	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000066512	Euarchontoglires	ortholog_one2many	63.3588	63.6015	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000063713	Euarchontoglires	ortholog_one2many	59.1603	58.9354	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000063903	Euarchontoglires	ortholog_one2many	64.8855	65.1341	100	97.91	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000066513	Euarchontoglires	ortholog_one2many	60.3053	61.7188	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000063177	Euarchontoglires	ortholog_one2many	58.3969	58.1749	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000038968	Euarchontoglires	ortholog_one2many	56.4885	56.705	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000063133	Euarchontoglires	ortholog_one2many	61.8321	62.069	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000044485	Euarchontoglires	ortholog_one2many	61.8321	62.069	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000053719	Euarchontoglires	ortholog_one2many	59.1603	59.387	100	0.00	1
ENSG00000167748	KLK1	59.11	ENSMUSG00000059042	Euarchontoglires	ortholog_one2many	59.9237	60.1533	100	0.00	1
ENSG00000139324	TMTC3	34.60	ENSMUSG00000036676	Euarchontoglires	ortholog_one2one	90.4814	89.8913	75	100.00	1
ENSG00000236581	STARD13-AS	40.71								
ENSG00000220343	PPIAP74	48.78								
ENSG00000215606	KRT18P35	54.45								
ENSG00000107223	EDF1	57.83	ENSMUSG00000015092	Eutheria	ortholog_one2one	98.6487	98.6487	100	100.00	1
ENSG00000261146		38.36								
ENSG00000238026	TMEM38BP1	39.23								
ENSG00000285340		38.67								
ENSG00000284605	ENPP7P15	45.75								
ENSG00000241203	HMGN2P26	41.89								
ENSG00000267044		53.40								
ENSG00000255522	SNRPCP5	61.38								
ENSG00000288414		32.70								
ENSG00000237226	RPS3AP39	39.35								
ENSG00000132394	EEFSEC	47.87	ENSMUSG00000033216	Eutheria	ortholog_one2one	88.0872	90.0515	100	100.00	1
ENSG00000255189	GLYATL1P1	37.89								
ENSG00000254399	GLYATL1P4	38.00								
ENSG00000255151	GLYATL1B	37.69								
ENSG00000273782		58.67								
ENSG00000273330	CYP4F36P	65.05								
ENSG00000267235	ZNF861P	42.93								
ENSG00000189057	FAM111B	38.92								
ENSG00000285118		44.73								
ENSG00000285195	RPL19P13	51.11								
ENSG00000142065	ZFP14	42.69	ENSMUSG00000053985	Euarchontoglires	ortholog_one2one	81.9887	87.2255	50	90.41	1
ENSG00000284784		34.51								
ENSG00000291761	MEF2D	54.21								
ENSG00000285026	RPL17P29	43.08								
ENSG00000285276		39.36								
ENSG00000284974		43.70								
ENSG00000252363	RNU7-43P	40.62	ENSMUSG00000088970	Eutheria	ortholog_one2many	76.5625	81.6667		0.00	0
ENSG00000285459		42.03								
ENSG00000270606	PPIAP52	47.97								
ENSG00000244604		53.03								
ENSG00000284801		41.21								
ENSG00000163581	SLC2A2	36.90	ENSMUSG00000027690	Euarchontoglires	ortholog_one2one	81.8702	82.0268	100	100.00	1
ENSG00000285247		44.82								
ENSG00000285056	MIR598	53.61								
ENSG00000161973	CCDC42	50.34	ENSMUSG00000045915	Eutheria	ortholog_one2one	86.3924	86.3924	100	100.00	1
ENSG00000285403		46.00								
ENSG00000284875	MIR1322	33.80								
ENSG00000228540		33.59								
ENSG00000285187		44.77								
ENSG00000254270	ERHP1	42.26								
ENSG00000200132	RNU6-1021P	42.99								
ENSG00000285126	RNA5SP252	47.06								
ENSG00000265340	OR4K7P	40.85								
ENSG00000285364	MIR4286	44.09								
ENSG00000285392		41.57								
ENSG00000224138		39.61								
ENSG00000285229	LINC03022	46.02								
ENSG00000266693	OR4K8P	42.18								
ENSG00000224545	RPL31P36	48.50								
ENSG00000266973		45.59								
ENSG00000231931		37.39								
ENSG00000267363		47.57								
ENSG00000264570	SNX19P3	50.02								
ENSG00000164603	SAMTOR	36.97	ENSMUSG00000042742	Euarchontoglires	ortholog_one2one	93.8272	94.2928	50	100.00	1
ENSG00000273732	VN1R74P	40.95								
ENSG00000181007	ZFP82	40.73	ENSMUSG00000098022	Euarchontoglires	ortholog_one2one	85.1504	85.4717	25	100.00	1
ENSG00000276318	GTF2IP8	38.59								
ENSG00000200645	RNU6-1210P	41.12	ENSMUSG00000064915	Eutheria	ortholog_many2many	71.9626	70		0.00	0
ENSG00000200645	RNU6-1210P	41.12	ENSMUSG00000065382	Eutheria	ortholog_many2many	73.8318	75.2381		0.00	0
ENSG00000265737		37.44								
ENSG00000265499	MIR3156-2	42.86								
ENSG00000284756		46.39								
ENSG00000265786	LINC01906	41.52								
ENSG00000291752	Y_RNA	41.59								
ENSG00000263618		41.32								
ENSG00000291762		49.09								
ENSG00000283856	MIR7703	59.74								
ENSG00000291763		60.42								
ENSG00000284813	RNU6-729P	49.53								
ENSG00000259529		52.88								
ENSG00000291753		52.13								
ENSG00000284793	PRSS52P	50.19								
ENSG00000291754	IQGAP3	50.86								
ENSG00000285250	MSRA	43.56								
ENSG00000263821		40.24								
ENSG00000287018		38.49								
ENSG00000229935	MTCYBP9	37.95								
ENSG00000266507	MIR4479	70.42								
ENSG00000255381		43.88								
ENSG00000279042		55.36								
ENSG00000243664	RPS29P12	46.05								
ENSG00000227935		42.97								
ENSG00000165689	ENTR1	56.53	ENSMUSG00000026927	Euarchontoglires	ortholog_one2one	66.8966	81.0585	100	100.00	1
ENSG00000266522		64.84								
ENSG00000270100		40.06								
ENSG00000185156	MFSD6L	59.93	ENSMUSG00000048329	Euarchontoglires	ortholog_one2one	67.7474	67.7474	100	100.00	1
ENSG00000228502	EEF1A1P11	46.72								
ENSG00000213222	TOMM40P4	62.80								
ENSG00000110042	DTX4	47.60	ENSMUSG00000039982	Euarchontoglires	ortholog_one2one	93.6995	94.1558	100	100.00	1
ENSG00000271277		45.65								
ENSG00000082515	MRPL22	38.82	ENSMUSG00000020514	Euarchontoglires	ortholog_one2one	89.3204	89.3204	50	61.97	0
ENSG00000180777	ANKRD30B	35.40								
ENSG00000236888	RPS20P5	41.94								
ENSG00000230828		42.49								
ENSG00000303053		41.76								
ENSG00000303060		38.40								
ENSG00000152078	TLCD4	38.99	ENSMUSG00000028132	Euarchontoglires	ortholog_one2one	76.8061	73.1884	100	100.00	1
ENSG00000136718	IMP4	53.19	ENSMUSG00000026127	Euarchontoglires	ortholog_one2one	97.9381	97.9381	50	100.00	1
ENSG00000199804	RNA5SP383	48.33								
ENSG00000276231	PIK3R6	46.61	ENSMUSG00000046207	Euarchontoglires	ortholog_one2one	82.7586	82.9787	100	100.00	1
ENSG00000291760	TTC24	53.95								
ENSG00000267142		58.06								
ENSG00000267091	CTBP2P7	55.39								
ENSG00000254004	ZNF260	39.78	ENSMUSG00000049421	Euarchontoglires	ortholog_one2one	85.6796	86.7322	0	100.00	1
ENSG00000272219		46.94								
ENSG00000196497	IPO4	58.10	ENSMUSG00000002319	Euarchontoglires	ortholog_one2one	81.7761	81.7006	100	100.00	1
ENSG00000241661	PPP1R2P6	44.73								
ENSG00000289887		46.37								
ENSG00000289901		44.29								
ENSG00000303070		46.50								
ENSG00000279086		53.16								
ENSG00000291755		40.77								
ENSG00000257568	MON2-AS1	35.76								
ENSG00000291756	HAPLN2	54.26								
ENSG00000160963	COL26A1	50.12	ENSMUSG00000004415	Euarchontoglires	ortholog_one2one	87.9819	88.1818	100	96.63	1
ENSG00000303076		48.33								
ENSG00000075035	WSCD2	47.04	ENSMUSG00000063430	Eutheria	ortholog_one2one	92.2124	91.2434	50	100.00	1
ENSG00000273723	SUGT1-DT	40.84								
ENSG00000303125		53.88								
ENSG00000291757	BCAN-AS1	52.58								
ENSG00000229557	LINC00379	37.57								
ENSG00000291758		56.86								
ENSG00000292251	GPATCH4	48.50								
ENSG00000303149		36.23								
ENSG00000303156		35.26								
ENSG00000224853	LINC00393	39.49								
ENSG00000186020	ZNF529	40.96								
ENSG00000228819	AGKP2	46.28								
ENSG00000123728	RAP2C	37.77	ENSMUSG00000050029	Eutheria	ortholog_one2one	100	100	100	100.00	1
ENSG00000171492	LRRC8D	40.31	ENSMUSG00000046079	Euarchontoglires	ortholog_one2one	96.0373	95.9255	100	100.00	1
ENSG00000280238		59.34								
ENSG00000164120	HPGD	36.73	ENSMUSG00000031613	Eutheria	ortholog_one2one	89.0977	88.1041	100	100.00	1
ENSG00000272589	ZSWIM8-AS1	56.14								
ENSG00000284382		43.83								
ENSG00000272916		53.82								
ENSG00000284588	ZP2	44.99								
ENSG00000197629	MPEG1	46.97	ENSMUSG00000046805	Euarchontoglires	ortholog_one2many	75.6983	76.0168	75	100.00	1
ENSG00000197629	MPEG1	46.97	ENSMUSG00000040065	Euarchontoglires	ortholog_one2many	61.4525	62.6781	75	0.00	1
ENSG00000253384	ABRAXAS1P2	43.61								
ENSG00000243044		41.57								
ENSG00000254015	MTND4LP26	37.23								
ENSG00000303208		49.07								
ENSG00000237810		57.37								
ENSG00000263999	RN7SL42P	52.04								
ENSG00000272990		38.19								
ENSG00000254799	SLC25A47P1	62.08								
ENSG00000303224		39.11								
ENSG00000121871	SLITRK3	45.53	ENSMUSG00000048304	Euarchontoglires	ortholog_one2one	96.4176	96.1225	100	100.00	1
ENSG00000254050		34.09								
ENSG00000214797		45.58								
ENSG00000289010		52.23								
ENSG00000253975		46.34								
ENSG00000254704		50.47								
ENSG00000287105		39.29								
ENSG00000242651	RN7SL862P	54.36								
ENSG00000263944	RN7SL435P	53.55								
ENSG00000285653		47.30								
ENSG00000253517	XRCC6P4	45.28								
ENSG00000303231		46.03								
ENSG00000235678	OR5AN2P	43.19								
ENSG00000252680	RNA5SP449	46.92								
ENSG00000166507	NDST2	53.04	ENSMUSG00000039308	Euarchontoglires	ortholog_one2one	96.7157	96.7157	100	100.00	1
ENSG00000253431	SRPK2P	47.91								
ENSG00000228295	LINC00392	40.92								
ENSG00000265564	PIGPP4	36.81								
ENSG00000255386	OR5BR1P	42.33								
ENSG00000240915		46.34								
ENSG00000168454	TXNDC2	47.12	ENSMUSG00000050612	Euarchontoglires	ortholog_one2one	40.9465	36.1818	75	99.87	0
ENSG00000272858		45.53								
ENSG00000186952	TMEM232	36.01	ENSMUSG00000045036	Euarchontoglires	ortholog_one2one	65.7534	64	50	100.00	1
ENSG00000253121		35.75								
ENSG00000224256	BBLNP2	58.37								
ENSG00000251058		38.12								
ENSG00000283990	MIRLET7A3	45.95	ENSMUSG00000065608	Eutheria	ortholog_one2one	91.8919	71.5789		100.00	1
ENSG00000137561	TTPA	38.43	ENSMUSG00000073988	Euarchontoglires	ortholog_one2one	89.2086	89.2086	50	100.00	1
ENSG00000303246		34.64								
ENSG00000284175	MIR4763	77.17								
ENSG00000284520	MIRLET7B	53.01								
ENSG00000280384		48.17								
ENSG00000303247		52.88								
ENSG00000233597	RPL19P6	52.26								
ENSG00000123560	PLP1	44.51	ENSMUSG00000031425	Eutheria	ortholog_one2one	100	100	75	100.00	1
ENSG00000303248		38.18								
ENSG00000110002	VWA5A	39.28	ENSMUSG00000038112	Euarchontoglires	ortholog_one2many	65.9033	64.4279	50	100.00	1
ENSG00000110002	VWA5A	39.28	ENSMUSG00000023186	Euarchontoglires	ortholog_one2many	68.0662	67.4653	0	14.33	0
ENSG00000205643	CDPF1	56.94	ENSMUSG00000064284	Euarchontoglires	ortholog_one2one	73.1707	75.6302	100	100.00	1
ENSG00000244738		42.50								
ENSG00000065320	NTN1	49.77	ENSMUSG00000020902	Theria	ortholog_one2one	99.1722	99.1722	100	100.00	1
ENSG00000303261		45.01								
ENSG00000303270		52.08								
ENSG00000288104		35.02								
ENSG00000290660		40.67								
ENSG00000239739		46.80								
ENSG00000285320		46.99								
ENSG00000214192	UBE2V1P2	43.41								
ENSG00000233129		29.90								
ENSG00000285787		40.55								
ENSG00000227440	ATP5MC1P4	53.97								
ENSG00000170989	S1PR1	44.09	ENSMUSG00000045092	Euarchontoglires	ortholog_one2one	94.2408	94.2408	100	100.00	1
ENSG00000266936		52.44								
ENSG00000285995		43.65								
ENSG00000284859	MIR124-1HG	54.55								
ENSG00000276757	RN7SL192P	56.19								
ENSG00000249986	YWHAQP6	53.29								
ENSG00000278643		59.68								
ENSG00000284553	MIR6886	65.57								
ENSG00000275652	MIR6796	64.52								
ENSG00000160396	HIPK4	53.95	ENSMUSG00000040424	Euarchontoglires	ortholog_one2one	87.1753	87.1753	100	100.00	1
ENSG00000272799		46.82								
ENSG00000101558	VAPA	37.12	ENSMUSG00000024091	Eutheria	ortholog_one2one	97.1888	97.1888	50	100.00	1
ENSG00000237754		42.63								
ENSG00000253183		47.87								
ENSG00000224547	ZNF619P1	45.21								
ENSG00000228030	RPL21P76	49.77								
ENSG00000237897	MATR3P3	41.33								
ENSG00000243554	CCZ1P1	46.12								
ENSG00000262966		53.92								
ENSG00000253555	TARDBPP4	42.96								
ENSG00000197019	SERTAD1	52.50	ENSMUSG00000008384	Euarchontoglires	ortholog_one2one	86.017	86.017	100	100.00	1
ENSG00000137962	ARHGAP29	38.07	ENSMUSG00000039831	Euarchontoglires	ortholog_one2one	82.7914	82.4645	100	100.00	1
ENSG00000223948		43.21								
ENSG00000273816		50.43								
ENSG00000231234	SKP1P1	42.74								
ENSG00000185728	YTHDF3	37.56	ENSMUSG00000047213	Boreoeutheria	ortholog_one2one	98.8034	98.8034	50	100.00	1
ENSG00000207193	Y_RNA	43.00								
ENSG00000170310	STX8	43.43	ENSMUSG00000020903	Euarchontoglires	ortholog_one2one	92.7966	92.7966	100	100.00	1
ENSG00000277453		49.15								
ENSG00000241136	PAICSP6	44.93								
ENSG00000137198	GMPR	47.82	ENSMUSG00000000253	Euarchontoglires	ortholog_one2one	95.3623	95.3623	100	100.00	1
ENSG00000277510	Metazoa_SRP	57.03								
ENSG00000279288		37.76								
ENSG00000224195	CAMK2G-AS1	51.15								
ENSG00000170848	PSG6	45.56								
ENSG00000229990		49.18								
ENSG00000148384	INPP5E	63.09	ENSMUSG00000026925	Euarchontoglires	ortholog_one2one	77.0186	76.6615	100	100.00	1
ENSG00000233951	RCC2P3	53.34								
ENSG00000285161	MIR124-1	50.59								
ENSG00000279863		40.98								
ENSG00000285033	MIR597	44.33								
ENSG00000284854		77.78								
ENSG00000177354	C10orf71	49.97	ENSMUSG00000071540	Euarchontoglires	ortholog_one2one	65.2962	66.3598	100	100.00	1
ENSG00000303331		41.26								
ENSG00000224134		48.03								
ENSG00000284878		42.72								
ENSG00000154310	TNIK	39.52	ENSMUSG00000027692	Euarchontoglires	ortholog_one2one	98.8235	98.8235	100	100.00	1
ENSG00000303355		34.67								
ENSG00000213261	EEF1B2P6	46.66								
ENSG00000285359		43.04								
ENSG00000303388		42.88								
ENSG00000243099	RPL17P27	44.20								
ENSG00000303562		54.61								
ENSG00000303575		44.46								
ENSG00000303577		43.36								
ENSG00000303666		49.11								
ENSG00000233456	LINC01077	43.45								
ENSG00000260910	SWINGN	52.49								
ENSG00000303705		36.22								
ENSG00000303811		42.17								
ENSG00000303813		43.68								
ENSG00000303827		47.98								
ENSG00000264217	RPL35AP23	43.33								
ENSG00000303843		49.80								
ENSG00000265354	TIMM23	40.13	ENSMUSG00000013701	Euarchontoglires	ortholog_one2one	96.6507	96.6507	50	100.00	1
ENSG00000238189	ENOX1-AS2	38.20								
ENSG00000105929	ATP6V0A4	45.87	ENSMUSG00000038600	Boreoeutheria	ortholog_one2one	85.4762	86.1945	100	100.00	1
ENSG00000183569	SERHL2	54.45	ENSMUSG00000058586	Eutheria	ortholog_one2one	64.6497	63.2399	100	100.00	1
ENSG00000303952		38.78								
ENSG00000223617	LINC00370	42.69								
ENSG00000288144		52.52								
ENSG00000288294		33.42								
ENSG00000285236	PPP1R3B-DT	43.41								
ENSG00000239397	RPL13AP21	49.85								
ENSG00000288290		47.02								
ENSG00000288446	SNX18P23	49.93								
ENSG00000256870	SLC5A8	38.28	ENSMUSG00000020062	Euarchontoglires	ortholog_one2one	86.5574	86.4157	100	100.00	1
ENSG00000196366	C9orf163	63.62								
ENSG00000288158		35.41								
ENSG00000227512		61.26								
ENSG00000288489	MTCO3P39	39.00								
ENSG00000288303	MTND3P22	31.75								
ENSG00000288184		68.61								
ENSG00000288249		68.61								
ENSG00000106701	FSD1L	37.37	ENSMUSG00000054752	Euarchontoglires	ortholog_one2one	89.6226	95.5734	100	100.00	1
ENSG00000178734	LMO7DN	38.62								
ENSG00000265733	SNORA74C-1	51.24	ENSMUSG00000077611	Eutheria	ortholog_one2many	74.1294	75.6345		100.00	1
ENSG00000263639	MSMB	45.56	ENSMUSG00000021907	Eutheria	ortholog_one2one	42.9825	43.3628	50	99.59	0
ENSG00000229281	GPR53P	52.68								
ENSG00000304052		37.42								
ENSG00000304062		38.60								
ENSG00000213886	UBD	43.31	ENSMUSG00000035186	Euarchontoglires	ortholog_one2one	69.697	70.9877	75	100.00	1
ENSG00000179751	SYCN	63.79	ENSMUSG00000084174	Eutheria	ortholog_one2one	73.1343	73.1343	75	100.00	1
ENSG00000304064		49.19								
ENSG00000187912	CLEC17A	49.08								
ENSG00000232173	OR2H5P	53.56								
ENSG00000237879	LINC00398	45.96								
ENSG00000227609	TMEM183AP1	55.17								
ENSG00000201330	SNORD32B	50.00								
ENSG00000231301	RPL13AP	51.35								
ENSG00000204655	MOG	45.68	ENSMUSG00000076439	Eutheria	ortholog_one2one	86.2348	86.2348	75	100.00	1
ENSG00000280012	RPL23AP61	48.07								
ENSG00000186076		56.08								
ENSG00000229205	LINC00200	49.38								
ENSG00000304076		38.77								
ENSG00000304100		39.77								
ENSG00000188596	CFAP54	38.09	ENSMUSG00000020014	Eutheria	ortholog_one2one	73.4819	71.7439	100	100.00	1
ENSG00000224743	TEX26-AS1	43.70								
ENSG00000236681	DSTNP5	39.39								
ENSG00000263708		42.60								
ENSG00000287043		54.48								
ENSG00000223138	RNA5SP450	48.04								
ENSG00000230482	ATP5MC2P3	54.82								
ENSG00000225751		45.17								
ENSG00000282390		49.61								
ENSG00000154864	PIEZO2	41.08	ENSMUSG00000041482	Eutheria	ortholog_one2one	89.8778	91.1827	50	100.00	1
ENSG00000164904	ALDH7A1	43.04	ENSMUSG00000053644	Euarchontoglires	ortholog_one2one	87.9406	87.9406	100	100.00	1
ENSG00000262815		46.33								
ENSG00000271635	DBF4P2	37.84								
ENSG00000122958	VPS26A	39.83	ENSMUSG00000020078	Boreoeutheria	ortholog_one2one	99.0826	99.0826	100	100.00	1
ENSG00000263051		45.90								
ENSG00000223947		45.61								
ENSG00000271851		40.23								
ENSG00000228374	RPL9P13	34.26								
ENSG00000166596	CFAP52	42.41	ENSMUSG00000020904	Euarchontoglires	ortholog_one2one	90.8064	90.8064	100	100.00	1
ENSG00000168702	LRP1B	34.81	ENSMUSG00000049252	Euarchontoglires	ortholog_one2one	91.6504	91.6504	50	100.00	1
ENSG00000304148		43.29								
ENSG00000291825		43.44								
ENSG00000291823	TCEAL2	41.81								
ENSG00000286286		47.44								
ENSG00000291824	BEX5	49.91								
ENSG00000291827	TCEAL6	49.71								
ENSG00000284290	ANKS4B	42.41								
ENSG00000168538	TRAPPC11	38.51	ENSMUSG00000038102	Euarchontoglires	ortholog_one2one	93.6452	93.6452	100	100.00	1
ENSG00000285484	RNU6-526P	36.79								
ENSG00000304203		51.41								
ENSG00000304214		30.32								
ENSG00000285061		39.89								
ENSG00000283738		47.15								
ENSG00000304222		45.44								
ENSG00000238185		38.47								
ENSG00000284864	RNU6-1151P	41.12								
ENSG00000230403	LINC01066	39.88								
ENSG00000285423		42.88								
ENSG00000285185		37.99								
ENSG00000288552		33.52								
ENSG00000261542		32.38								
ENSG00000304277		52.48								
ENSG00000241964	RN7SL135P	50.72								
ENSG00000304284		51.90								
ENSG00000285127		41.01								
ENSG00000304344		41.16								
ENSG00000137558	PI15	34.88	ENSMUSG00000067780	Euarchontoglires	ortholog_one2one	93.4109	93.4109	75	100.00	1
ENSG00000284919		38.82								
ENSG00000285002		40.63								
ENSG00000284887	Metazoa_SRP	53.53								
ENSG00000285167	RNU7-55P	43.55								
ENSG00000285514	MIR4660	54.05								
ENSG00000285264	SNORA70	52.24								
ENSG00000284860		45.80								
ENSG00000285414	RNU6-682P	36.79								
ENSG00000304418		43.01								
ENSG00000284943		42.02								
ENSG00000304432		50.05								
ENSG00000287575		47.28								
ENSG00000283892		38.08								
ENSG00000285290		42.61								
ENSG00000287874		46.72								
ENSG00000284857	RN7SL178P	57.57								
ENSG00000285260		43.35								
ENSG00000284218	NPIPB5	47.67								
ENSG00000285345		37.07								
ENSG00000285450	LINC02950	43.39								
ENSG00000225105	LINC01076	44.64								
ENSG00000228158	TLE1P1	52.46								
ENSG00000285119	FAM86B3P	52.58								
ENSG00000227534	AP1M2P1	50.54								
ENSG00000227942	FRMD8P1	65.16								
ENSG00000238169	LINC01053	47.30								
ENSG00000229419	RALGAPA1P1	40.13								
ENSG00000288373		38.05								
ENSG00000279609		46.33								
ENSG00000278390	KBTBD6-DT	39.72								
ENSG00000186051	TAL2	51.20	ENSMUSG00000028417	Boreoeutheria	ortholog_one2one	86.1111	86.1111	100	100.00	1
ENSG00000156502	SUPV3L1	41.80	ENSMUSG00000020079	Eutheria	ortholog_one2one	87.7863	88.5751	100	100.00	1
ENSG00000284282	POLR3E	51.65								
ENSG00000147140	NONO	45.49	ENSMUSG00000031311	Boreoeutheria	ortholog_one2one	98.9384	98.5201	100	100.00	1
ENSG00000156345	CDK20	53.16	ENSMUSG00000021483	Boreoeutheria	ortholog_one2one	94.2197	94.2197	0	100.00	1
ENSG00000284161	EEF2K	47.84								
ENSG00000074219	TEAD2	53.57	ENSMUSG00000030796	Eutheria	ortholog_one2one	92.4612	93.7079	100	100.00	1
ENSG00000234056	LINC00463	46.54								
ENSG00000254043		36.22								
ENSG00000284487	MOSMO	39.21								
ENSG00000104381	GDAP1	37.93	ENSMUSG00000025777	Euarchontoglires	ortholog_one2one	93.8548	93.8548	100	100.00	1
ENSG00000284316	PDZD9	44.63								
ENSG00000304499		50.33								
ENSG00000285534		41.17								
ENSG00000304584		44.33								
ENSG00000304645		53.93								
ENSG00000284493		41.84								
ENSG00000304656		56.39								
ENSG00000304670		37.86								
ENSG00000304676		41.42								
ENSG00000304677		44.11								
ENSG00000284972	VPS51P16	60.46								
ENSG00000284920	RPS3AP34	40.08								
ENSG00000291926	CDC42P6	43.23								
ENSG00000283826		38.05								
ENSG00000291927	GBA3	38.48								
ENSG00000284992		71.23								
ENSG00000285037		68.95								
ENSG00000304678		60.77								
ENSG00000284751	RPS3AP35	39.31								
ENSG00000289827		53.28								
ENSG00000284995		70.78								
ENSG00000284822	OR7E8P	49.30								
ENSG00000283855	NPIPB4	47.65								
ENSG00000285419	OR7E15P	49.64								
ENSG00000304691		56.23								
ENSG00000304700		51.99								
ENSG00000285315	OR7E10P	48.13								
ENSG00000258177		49.70								
ENSG00000304701		49.19								
ENSG00000276308		41.17								
ENSG00000304703		37.46								
ENSG00000284785	MIR5692A2	37.29								
ENSG00000285270	MIR3926-1	47.95								
ENSG00000286678		42.83								
ENSG00000284855	MIR3926-2	53.97								
ENSG00000285506	LINC03019	41.05								
ENSG00000304712		56.49								
ENSG00000284559		44.20								
ENSG00000239413	RPS27P23	46.22								
ENSG00000286692		54.32								
ENSG00000304722		56.63								
ENSG00000304746		54.05								
ENSG00000287030		40.50								
ENSG00000260464		51.70								
ENSG00000258173		20.59								
ENSG00000304917		33.07								
ENSG00000304923		37.10								
ENSG00000231996		40.79								
ENSG00000285297	LINC00681	42.82								
ENSG00000304924		47.10								
ENSG00000075188	NUP37	36.52	ENSMUSG00000035351	Euarchontoglires	ortholog_one2one	91.1043	91.1043	100	100.00	1
ENSG00000284812		43.36								
ENSG00000117154	IGSF21	49.91	ENSMUSG00000040972	Euarchontoglires	ortholog_one2one	94.2184	94.0171	100	100.00	1
ENSG00000284861	RNU6-842P	42.99								
ENSG00000284548	METTL9	42.62								
ENSG00000304929		37.40								
ENSG00000284761	Y_RNA	45.10								
ENSG00000290438		35.42								
ENSG00000285327	XKR5	49.55								
ENSG00000283934	IGSF6	40.71								
ENSG00000284913	DEFT1P	44.72								
ENSG00000252122		56.30								
ENSG00000285176	DEFA1B	44.13								
ENSG00000261717		44.12								
ENSG00000284924	DEFT1P2	44.87								
ENSG00000285439	DEFA11P	49.47								
ENSG00000285113	DEFA7P	46.49								
ENSG00000284330		38.16								
ENSG00000292272		70.78								
ENSG00000241654	RPL19P18	50.77								
ENSG00000292274		43.74								
ENSG00000265349		45.32								
